id,name,description,demonstration_video_url,workout_day_id,animation_path,calories_per_set,default_duration,default_reps,default_sets,calories_per_minute,week,program_id
803,Bench Press,Intense Bench Press session focusing on full-body engagement and cardiovascular endurance.,https://example.com/bench-press,7,https://example.com/bench-press-animation.jpg,1936.4,751,16,3,7.74,11,23
804,Explosive Movements,Precision-engineered Explosive Movements training method to optimize muscular strength and endurance.,https://example.com/explosive-movements,7,https://example.com/explosive-movements-animation.jpg,871.96,515,15,4,6.77,11,23
805,Side Planks,Intense Side Planks session focusing on full-body engagement and cardiovascular endurance.,https://example.com/side-planks,7,https://example.com/side-planks-animation.jpg,1135.03,507,17,3,6.72,11,23
806,Tricep Extensions,"Strategically crafted Tricep Extensions exercise to enhance strength, flexibility, and metabolic conditioning.",https://example.com/tricep-extensions,1,https://example.com/tricep-extensions-animation.jpg,817.32,518,15,4,6.31,12,24
807,Medicine Ball Slams,Intense Medicine Ball Slams session focusing on full-body engagement and cardiovascular endurance.,https://example.com/medicine-ball-slams,1,https://example.com/medicine-ball-slams-animation.jpg,1041.79,548,16,4,7.6,12,24
808,Oblique Twists,Precision-engineered Oblique Twists training method to optimize muscular strength and endurance.,https://example.com/oblique-twists,1,https://example.com/oblique-twists-animation.jpg,1482.99,670,17,3,6.64,12,24
809,Joint Mobility Exercises,Precision-engineered Joint Mobility Exercises training method to optimize muscular strength and endurance.,https://example.com/joint-mobility-exercises,1,https://example.com/joint-mobility-exercises-animation.jpg,1531.32,714,19,3,6.43,12,24
810,Plyometric Drills,Precision-engineered Plyometric Drills training method to optimize muscular strength and endurance.,https://example.com/plyometric-drills,1,https://example.com/plyometric-drills-animation.jpg,1084.4,558,15,4,7.77,12,24
811,Active Recovery,"Strategically crafted Active Recovery exercise to enhance strength, flexibility, and metabolic conditioning.",https://example.com/active-recovery,2,https://example.com/active-recovery-animation.jpg,1735.32,889,19,4,7.81,12,24
812,Superman Holds,"Strategically crafted Superman Holds exercise to enhance strength, flexibility, and metabolic conditioning.",https://example.com/superman-holds,2,https://example.com/superman-holds-animation.jpg,1073.79,533,17,3,6.04,12,24
813,Shoulder Press,"Strategically crafted Shoulder Press exercise to enhance strength, flexibility, and metabolic conditioning.",https://example.com/shoulder-press,2,https://example.com/shoulder-press-animation.jpg,1971.46,776,19,3,7.62,12,24
814,Mobility Drills,Dynamic Mobility Drills workout designed to challenge multiple muscle groups and improve overall fitness.,https://example.com/mobility-drills,2,https://example.com/mobility-drills-animation.jpg,950.77,491,16,4,7.75,12,24
815,Deadlifts,"Strategically crafted Deadlifts exercise to enhance strength, flexibility, and metabolic conditioning.",https://example.com/deadlifts,2,https://example.com/deadlifts-animation.jpg,1298.92,634,18,3,6.15,12,24
816,Cross-Training Circuits,Precision-engineered Cross-Training Circuits training method to optimize muscular strength and endurance.,https://example.com/cross-training-circuits,3,https://example.com/cross-training-circuits-animation.jpg,1458.89,782,20,4,7.46,12,24
817,Yoga Flow,High-energy Yoga Flow routine targeting comprehensive physical development and performance.,https://example.com/yoga-flow,3,https://example.com/yoga-flow-animation.jpg,1038.38,539,18,4,7.71,12,24
818,Side Planks,Intense Side Planks session focusing on full-body engagement and cardiovascular endurance.,https://example.com/side-planks,3,https://example.com/side-planks-animation.jpg,1330.53,859,15,4,6.2,12,24
819,Swimming,"Strategically crafted Swimming exercise to enhance strength, flexibility, and metabolic conditioning.",https://example.com/swimming,3,https://example.com/swimming-animation.jpg,943.79,508,17,4,7.43,12,24
820,Tabata Intervals,Precision-engineered Tabata Intervals training method to optimize muscular strength and endurance.,https://example.com/tabata-intervals,3,https://example.com/tabata-intervals-animation.jpg,1161.26,769,16,4,6.04,12,24
821,Dynamic Stretching,Precision-engineered Dynamic Stretching training method to optimize muscular strength and endurance.,https://example.com/dynamic-stretching,4,https://example.com/dynamic-stretching-animation.jpg,1321.31,618,15,3,6.41,12,24
822,Superman Holds,Precision-engineered Superman Holds training method to optimize muscular strength and endurance.,https://example.com/superman-holds,4,https://example.com/superman-holds-animation.jpg,1673.56,760,16,3,6.61,12,24
823,Burpees,Precision-engineered Burpees training method to optimize muscular strength and endurance.,https://example.com/burpees,4,https://example.com/burpees-animation.jpg,1869.41,826,20,3,6.79,12,24
824,Sprint Intervals,High-energy Sprint Intervals routine targeting comprehensive physical development and performance.,https://example.com/sprint-intervals,4,https://example.com/sprint-intervals-animation.jpg,833.6,525,18,4,6.35,12,24
825,Circuit Training,Precision-engineered Circuit Training training method to optimize muscular strength and endurance.,https://example.com/circuit-training,4,https://example.com/circuit-training-animation.jpg,1472.5,627,18,3,7.05,12,24
826,Ab Rollouts,Dynamic Ab Rollouts workout designed to challenge multiple muscle groups and improve overall fitness.,https://example.com/ab-rollouts,5,https://example.com/ab-rollouts-animation.jpg,1619.64,775,17,3,6.27,12,24
827,Plank Variations,Intense Plank Variations session focusing on full-body engagement and cardiovascular endurance.,https://example.com/plank-variations,5,https://example.com/plank-variations-animation.jpg,1529.21,890,20,4,6.87,12,24
828,TRX Suspension Training,High-energy TRX Suspension Training routine targeting comprehensive physical development and performance.,https://example.com/trx-suspension-training,5,https://example.com/trx-suspension-training-animation.jpg,1835.15,875,18,3,6.29,12,24
829,Superman Holds,Dynamic Superman Holds workout designed to challenge multiple muscle groups and improve overall fitness.,https://example.com/superman-holds,5,https://example.com/superman-holds-animation.jpg,1436.9,767,17,4,7.49,12,24
830,Squats,Dynamic Squats workout designed to challenge multiple muscle groups and improve overall fitness.,https://example.com/squats,5,https://example.com/squats-animation.jpg,1551.77,897,19,4,6.92,12,24
831,Skater Hops,Precision-engineered Skater Hops training method to optimize muscular strength and endurance.,https://example.com/skater-hops,6,https://example.com/skater-hops-animation.jpg,1181.96,720,17,4,6.57,12,24
832,Active Recovery,Precision-engineered Active Recovery training method to optimize muscular strength and endurance.,https://example.com/active-recovery,6,https://example.com/active-recovery-animation.jpg,1569.09,706,20,3,6.67,12,24
833,Joint Mobility Exercises,Precision-engineered Joint Mobility Exercises training method to optimize muscular strength and endurance.,https://example.com/joint-mobility-exercises,6,https://example.com/joint-mobility-exercises-animation.jpg,2345.09,886,17,3,7.94,12,24
834,Cross-Country Skiing,"Strategically crafted Cross-Country Skiing exercise to enhance strength, flexibility, and metabolic conditioning.",https://example.com/cross-country-skiing,6,https://example.com/cross-country-skiing-animation.jpg,1594.58,747,19,3,6.4,12,24
835,Crunches,"Strategically crafted Crunches exercise to enhance strength, flexibility, and metabolic conditioning.",https://example.com/crunches,6,https://example.com/crunches-animation.jpg,1953.82,832,19,3,7.05,12,24
836,Joint Mobility Exercises,Intense Joint Mobility Exercises session focusing on full-body engagement and cardiovascular endurance.,https://example.com/joint-mobility-exercises,7,https://example.com/joint-mobility-exercises-animation.jpg,1076.58,488,18,3,6.62,12,24
837,Circuit Training,Precision-engineered Circuit Training training method to optimize muscular strength and endurance.,https://example.com/circuit-training,7,https://example.com/circuit-training-animation.jpg,1572.26,878,18,4,7.16,12,24
838,Push-ups,"Strategically crafted Push-ups exercise to enhance strength, flexibility, and metabolic conditioning.",https://example.com/push-ups,7,https://example.com/push-ups-animation.jpg,2274.73,872,20,3,7.83,12,24
839,Resistance Band Exercises,High-energy Resistance Band Exercises routine targeting comprehensive physical development and performance.,https://example.com/resistance-band-exercises,7,https://example.com/resistance-band-exercises-animation.jpg,998.11,641,20,4,6.23,12,24
840,Swimming,High-energy Swimming routine targeting comprehensive physical development and performance.,https://example.com/swimming,7,https://example.com/swimming-animation.jpg,1878.04,717,15,3,7.86,12,24
841,Shoulder Press,Precision-engineered Shoulder Press training method to optimize muscular strength and endurance.,https://example.com/shoulder-press,1,https://example.com/shoulder-press-animation.jpg,1981.21,1098,22,5,9.02,1,25
842,Joint Mobility Exercises,Intense Joint Mobility Exercises session focusing on full-body engagement and cardiovascular endurance.,https://example.com/joint-mobility-exercises,1,https://example.com/joint-mobility-exercises-animation.jpg,1671.28,919,22,5,9.09,1,25
843,Pilates,"Strategically crafted Pilates exercise to enhance strength, flexibility, and metabolic conditioning.",https://example.com/pilates,1,https://example.com/pilates-animation.jpg,1797.28,741,21,4,9.7,1,25
844,Leg Raises,Precision-engineered Leg Raises training method to optimize muscular strength and endurance.,https://example.com/leg-raises,1,https://example.com/leg-raises-animation.jpg,1547.4,626,22,4,9.89,1,25
845,Mountain Climbers,Dynamic Mountain Climbers workout designed to challenge multiple muscle groups and improve overall fitness.,https://example.com/mountain-climbers,1,https://example.com/mountain-climbers-animation.jpg,2624.82,1140,22,4,9.21,1,25
846,Superman Holds,"Strategically crafted Superman Holds exercise to enhance strength, flexibility, and metabolic conditioning.",https://example.com/superman-holds,2,https://example.com/superman-holds-animation.jpg,2597.3,1193,20,4,8.71,1,25
847,Mobility Drills,"Strategically crafted Mobility Drills exercise to enhance strength, flexibility, and metabolic conditioning.",https://example.com/mobility-drills,2,https://example.com/mobility-drills-animation.jpg,1209.74,627,20,5,9.65,1,25
848,Swimming,Intense Swimming session focusing on full-body engagement and cardiovascular endurance.,https://example.com/swimming,2,https://example.com/swimming-animation.jpg,1994.66,915,22,4,8.72,1,25
849,Kettlebell Complex,High-energy Kettlebell Complex routine targeting comprehensive physical development and performance.,https://example.com/kettlebell-complex,2,https://example.com/kettlebell-complex-animation.jpg,1360.75,707,20,5,9.62,1,25
850,Ab Rollouts,Dynamic Ab Rollouts workout designed to challenge multiple muscle groups and improve overall fitness.,https://example.com/ab-rollouts,2,https://example.com/ab-rollouts-animation.jpg,2049.47,1005,23,4,8.16,1,25
851,Cycling,Precision-engineered Cycling training method to optimize muscular strength and endurance.,https://example.com/cycling,3,https://example.com/cycling-animation.jpg,2344.94,1034,20,4,9.07,1,25
852,Dips,Dynamic Dips workout designed to challenge multiple muscle groups and improve overall fitness.,https://example.com/dips,3,https://example.com/dips-animation.jpg,2178.64,1063,25,4,8.2,1,25
853,Burpees,Intense Burpees session focusing on full-body engagement and cardiovascular endurance.,https://example.com/burpees,3,https://example.com/burpees-animation.jpg,1113.14,666,21,5,8.36,1,25
854,Pull-ups,"Strategically crafted Pull-ups exercise to enhance strength, flexibility, and metabolic conditioning.",https://example.com/pull-ups,3,https://example.com/pull-ups-animation.jpg,1040.58,637,22,5,8.17,1,25
855,Swimming,Precision-engineered Swimming training method to optimize muscular strength and endurance.,https://example.com/swimming,3,https://example.com/swimming-animation.jpg,1714.43,912,22,5,9.4,1,25
